epoch,train_loss,valid_loss,multi_label_accuracy,multilabel_hamming_loss,macro_f1_score_multilabel,time
0,0.2601308822631836,0.22262345254421234,0.91380375623703,0.08619636585738277,0.6475346484351149,01:08
1,0.2583252489566803,0.22130721807479858,0.9119714498519897,0.08802870667277445,0.6493079373028996,01:06
2,0.25341787934303284,0.22104549407958984,0.9134218692779541,0.08657810352725608,0.647257628655516,01:06
3,0.24248136579990387,0.2224029004573822,0.9115132093429565,0.08848679187662238,0.6455171248688634,01:06
4,0.23925380408763885,0.22292351722717285,0.9131163954734802,0.08688349366315468,0.6493844647879882,01:06
5,0.2372092306613922,0.22248585522174835,0.9122766256332397,0.08772331653687587,0.652847950992126,01:06
6,0.23156996071338654,0.2228177934885025,0.9122768044471741,0.08772331653687586,0.6490039978259463,01:06
7,0.21959176659584045,0.21869666874408722,0.912200391292572,0.08779966407085049,0.6513906797949117,01:06
8,0.2162574827671051,0.2253047227859497,0.9107496738433838,0.08925026721636892,0.630136781296888,01:06
9,0.2155764102935791,0.22215351462364197,0.9114369750022888,0.08856313941059701,0.642859629388305,01:06
